23.1.2006	B-Date
.	O

Okkur	O
þætti	O
gott	O
að	O
fá	O
fleiri	O
dæmi	O
um	O
þetta	O
orðasamband	O
,	O
einkum	O
ef	O
það	O
er	O
notað	O
í	O
annarri	O
merkingu	O
,	O
en	O
einnig	O
væru	O
dæmi	O
um	O
að	O
dansa	O
ræl	O
við	O
rófuna	O
á	O
sér	O
vel	O
þegin	O
.	O

Í	O
síðasta	O
þætti	O
nefndi	O
ég	O
Halldór	B-Person
Laxness	I-Person
og	O
áhuga	O
hans	O
á	O
þeim	O
orðum	O
sem	O
notuð	O
eru	O
staðbundið	O
víða	O
um	O
land	O
.	O

Hann	O
skráði	O
í	O
vasabækur	O
orðfæri	O
,	O
sem	O
hann	O
ekki	O
þekkti	O
,	O
og	O
nýtti	O
efnið	O
síðar	O
í	O
verkum	O
sínum	O
.	O

Hann	O
mat	O
afar	O
mikils	O
tungutak	O
íslenskrar	O
alþýðu	O
,	O
sem	O
hann	O
kynntist	O
á	O
ferðum	O
sínum	O
,	O
og	O
taldi	O
sig	O
hafa	O
lært	O
mikið	O
af	O
kynnum	O
sínum	O
við	O
hana	O
.	O

Eins	O
og	O
ég	O
nefndi	O
síðast	O
kemur	O
í	O
ljós	O
,	O
þegar	O
litið	O
er	O
í	O
söfn	O
Orðabókarinnar	B-Organization
,	O
að	O
í	O
verkum	O
Halldórs	B-Person
eru	O
víða	O
notuð	O
orð	O
sem	O
ekki	O
finnast	O
þar	O
eða	O
fá	O
dæmi	O
eru	O
um	O
.	O

Ég	O
nefndi	O
síðast	O
tvö	O
af	O
þessum	O
orðum	O
og	O
boðaði	O
að	O
ég	O
myndi	O
bæti	O
fleiri	O
dæmum	O
við	O
í	O
næstu	O
þáttum	O
.	O

Annað	O
orðanna	O
var	O
sögnin	O
að	O
flúskra	O
með	O
e-ð	O
í	O
merkingunni	O
«	O
svindla	O
'	O
og	O
en	O
það	O
hafði	O
Halldór	B-Person
merkt	O
Snæfellsnesi	B-Location
.	O

Sögnina	O
notaði	O
hann	O
síðar	O
í	O
Kristnihaldi	B-Miscellaneous
undir	I-Miscellaneous
Jökli	I-Miscellaneous
þar	O
sem	O
spurt	O
var	O
:	O
«	O
er	O
verið	O
að	O
flúskra	O
með	O
kristindóm	O
eða	O
hvað	O
?	O
»	O

Það	O
er	O
um	O
leið	O
eina	O
dæmi	O
Orðabókarinnar	B-Organization
úr	O
ritmáli	O
.	O

Í	O
orðabók	O
Eddu	B-Organization
er	O
þessa	O
merkingu	O
ekki	O
að	O
finna	O
í	O
sögninni	O
,	O
þar	O
er	O
aðeins	O
sögnin	O
flúskrast	O
í	O
merkingunni	O
«	O
tuskast	O
,	O
fljúgast	O
á	O
»	O
.	O

Nafnorðið	O
flúskur	O
er	O
þar	O
sagt	O
merkja	O
í	O
fyrsta	O
lagi	O
«	O
tusk	O
,	O
áflog	O
»	O
og	O
í	O
öðru	O
lagi	O
«	O
hálfgerðir	O
prettir	O
til	O
að	O
ná	O
út	O
fé	O
»	O
.	O

Ekki	O
eru	O
mörg	O
dæmi	O
til	O
um	O
flúskur	O
í	O
ritmálssafni	O
Orðabókarinnar	B-Organization
og	O
aðeins	O
eitt	O
,	O
þar	O
sem	O
orðið	O
gæti	O
verið	O
notað	O
um	O
«	O
pretti	O
»	O
.	O

Í	O
talmálssafni	O
áttum	O
við	O
tvö	O
dæmi	O
,	O
annað	O
í	O
merkingunni	O
«	O
áflog	O
»	O
en	O
hitt	O
um	O
«	O
pretti	O
»	O
og	O
var	O
það	O
frá	O
heimildarmanni	O
í	O
Dalasýslu	B-Location
.	O

Þá	O
er	O
ekki	O
langt	O
í	O
snæfellska	O
dæmið	O
í	O
vasabók	O
Halldórs	B-Person
og	O
er	O
þessarar	O
merkingar	O
því	O
ef	O
til	O
vill	O
helst	O
að	O
leita	O
á	O
Vesturlandi	B-Location
.	O

Annað	O
orð	O
,	O
sem	O
ég	O
rakst	O
á	O
hjá	O
Halldóri	B-Person
,	O
er	O
fastalæsingur	O
.	O

Í	O
vasabókinni	O
stendur	O
þessi	O
athugasemd	O
:	O
«	O
Austfirðir	B-Location
.	O

Glerungur	O
á	O
snjó	O
.	O
»	O

Orðið	O
notaði	O
hann	O
í	O
síðan	O
í	O
Sjálfstæðu	B-Miscellaneous
fólki	I-Miscellaneous
:	O
«	O
þæfíngsófærð	O
,	O
sögðu	O
þeir	O
,	O
fastalæsíngur	O
,	O
klammi	O
»	O
,	O
og	O
síðar	O
í	O
þýðingu	O
sinni	O
á	O
Fjallkirkjunni	B-Miscellaneous
í	O
þessari	O
lýsingu	O
:	O
«	O
Færi	O
var	O
með	O
ógreiðasta	O
móti	O
,	O
fastalæsingur	O
,	O
skelin	O
á	O
snjónum	O
brotnaði	O
undan	O
fæti	O
,	O
svo	O
maður	O
sökk	O
í	O
hverju	O
spori	O
»	O
.	O

Ekki	O
átti	O
Orðabókin	B-Organization
fleiri	O
dæmi	O
úr	O
rituðum	O
heimildum	O
en	O
í	O
talmálssafni	O
voru	O
sjö	O
seðlar	O
.	O

Fimm	O
þeirra	O
voru	O
með	O
heimildum	O
af	O
Austurlandi	B-Location
en	O
á	O
tveimur	O
var	O
skrifað	O
upp	O
eftir	O
vestfirskum	O
heimildarmönnum	O
.	O

Eftir	O
þáttinn	O
hafði	O
vopnfirskur	O
hlustandi	O
samband	O
við	O
okkur	O
og	O
þekkti	O
hann	O
fastalæsing	O
vel	O
.	O

Lýsti	O
hann	O
honum	O
þannig	O
að	O
færi	O
væri	O
illt	O
,	O
kafa	O
þyrfti	O
djúpt	O
í	O
snjó	O
og	O
átak	O
til	O
að	O
rífa	O
sig	O
upp	O
úr	O
,	O
þar	O
sem	O
ísskelin	O
leggst	O
að	O
fætinum	O
.	O

Þetta	O
færi	O
er	O
einnig	O
nefnt	O
læsingsófærð	O
og	O
broti	O
á	O
hans	O
heimaslóðum	O
.	O

Fleiri	O
orð	O
langar	O
mig	O
að	O
nefna	O
úr	O
bókum	O
Halldórs	B-Person
Laxness	I-Person
.	O

Eitt	O
þeirra	O
er	O
sögnin	O
að	O
doffíra	O
úr	O
sömu	O
vasabók	O
.	O

Við	O
hana	O
stendur	O
:	O
«	O
Færa	O
í	O
lag	O
,	O
gera	O
við	O
,	O
setja	O
í	O
stand	O
,	O
útbúa	O
.	O

Rang	B-Location
.	I-Location
»	O

(	O
sem	O
merkir	O
Rangárvallasýsla	B-Location
.	O
)	O
Dæmi	O
Orðabókarinnar	B-Organization
úr	O
rituðu	O
máli	O
voru	O
samtals	O
sex	O
um	O
sögnina	O
og	O
lýsingarorðið	O
doffíraður	O
og	O
má	O
rekja	O
öll	O
til	O
Halldórs	B-Person
Laxness	I-Person
.	O

Tvö	O
voru	O
úr	O
þýðingu	O
hans	O
á	O
Fjallkirkjunni	B-Miscellaneous
en	O
fjögur	O
,	O
úr	O
eigin	O
skáldverkum	O
.	O

Steinar	B-Person
bóndi	O
í	O
Hlíðum	B-Location
fór	O
í	O
Tívolí	B-Location
og	O
sá	O
m.a.	O
í	O
einu	O
sýningarhúsi	O
að	O
«	O
kom	O
nokkuð	O
auðnuleysislegt	O
fólk	O
og	O
þareftir	O
ankannalega	O
doffírað	O
að	O
gera	O
spilirí	O
með	O
kolskít	O
og	O
pústrum	O
og	O
öðru	O
miðlúngi	O
viturlegu	O
fasi	O
»	O
og	O
í	O
Skáldatíma	B-Miscellaneous
segir	O
:	O
«	O
á	O
miðjum	O
borðum	O
trónaði	O
útflúraður	O
og	O
íburðarmikill	O
kryddbaksturinn	O
doffíraður	O
í	O
flækjur	O
af	O
einglahári	O
úr	O
sykri	O
»	O
.	O

Þá	O
langar	O
mig	O
að	O
spyrja	O
um	O
orðið	O
gaddstokkur	O
.	O

Við	O
það	O
stendur	O
aðeins	O
í	O
vasabókinni	O
:	O
«	O
hlaupinn	O
í	O
gadd	O
.	O
»	O

Öll	O
dæmi	O
Orðabókarinnar	B-Organization
má	O
rekja	O
til	O
Halldórs	B-Person
.	O

Gaddstokk	O
má	O
finna	O
í	O
Fjallkirkjunni	B-Miscellaneous
:	O
«	O
Ég	O
fer	O
af	O
baki	O
Skjóna	B-Person
,	O
stirður	O
og	O
dofinn	O
,	O
óhreyfanlegur	O
innan	O
í	O
gaddstokknum	O
.	O
»	O

Síðar	O
notar	O
Halldór	B-Person
orðið	O
í	O
Kristnihaldinu	B-Miscellaneous
«	O
hnjáliðirnir	O
sem	O
voru	O
reyndar	O
óljóst	O
markaðir	O
í	O
lifanda	O
lífi	O
voru	O
einsog	O
gaddstokkar	O
»	O
,	O
og	O
loks	O
í	O
yfirfærðri	O
merkingu	O
í	O
Guðsgjafaþulu	B-Miscellaneous
:	O
«	O
því	O
ekki	O
hafði	O
konan	O
fyr	O
þreifað	O
fyrir	O
sér	O
en	O
hún	O
hljóp	O
öll	O
í	O
gaddstokk	O
með	O
heldur	O
óblíðu	O
tali	O
»	O
.	O

Gaddstokk	O
er	O
hvorki	O
að	O
finna	O
í	O
orðabók	O
Sigfúsar	B-Person
Blöndals	I-Person
né	O
orðabók	O
Eddu	B-Organization
.	O

Í	O
talmálssafni	O
er	O
vasabókardæmið	O
eina	O
heimildin	O
um	O
orðið	O
en	O
engar	O
upplýsingar	O
voru	O
um	O
hvar	O
Halldór	B-Person
hefði	O
heyrt	O
það	O
.	O

Ekkert	O
er	O
því	O
vitað	O
um	O
útbreiðslu	O
þess	O
.	O

Annað	O
orð	O
líkrar	O
merkingar	O
er	O
að	O
finna	O
í	O
viðbæti	O
Blöndalsbókar	B-Miscellaneous
en	O
það	O
er	O
gaddstorka	O
.	O

Um	O
það	O
á	O
Orðabókin	B-Organization
eitt	O
dæmi	O
í	O
talmálssafni	O
úr	O
Árnessýslu	B-Location
og	O
er	O
merkingin	O
«	O
mannheld	O
ísskorpa	O
á	O
snjó	O
»	O
.	O

Um	O
öll	O
þessi	O
orð	O
,	O
sem	O
ég	O
hef	O
nú	O
nefnt	O
,	O
vildum	O
við	O
gjarnan	O
frétta	O
meira	O
.	O

Nú	O
fer	O
þættinum	O
að	O
ljúka	O
og	O
aðeins	O
rúm	O
fyrir	O
fáeinar	O
spurningar	O
.	O

Kannast	O
hlustendur	O
við	O
orðin	O
hafmatur	O
,	O
hafmatur	O
,	O
af	O
sumum	O
borið	O
fram	O
habbmatur	O
,	O
í	O
merkingunni	O
«	O
spónamatur	O
»	O
og	O
töggmatur	O
um	O
mat	O
sem	O
þarf	O
að	O
tyggja	O
,	O
átmat	O
?	O

Þekkja	O
hlustendur	O
orðið	O
kvellaumur	O
,	O
kvellaumur	O
,	O
notað	O
um	O
þann	O
sem	O
kveinkar	O
sér	O
ef	O
komið	O
er	O
við	O
auman	O
blett	O
á	O
honum	O
.	O

Og	O
að	O
lokum	O
:	O
þekkja	O
einhverjir	O
orðið	O
gissir	O
,	O
gissir	O
,	O
í	O
merkingunni	O
«	O
gortari	O
»	O
eða	O
ingjaldur	O
,	O
ingjaldur	O
,	O
um	O
mjólkurgraut	O
.	O

Ég	O
læt	O
þessu	O
lokið	O
í	O
dag	O
.	O

Verið	O
þið	O
sæl	O
.	O

Íslenskt	B-Miscellaneous
mál	I-Miscellaneous
27.	B-Date
mars	I-Date
2004	I-Date
Gunnlaugur	B-Person
Ingólfsson	I-Person

Góðir	O
hlustendur	O
:	O

Bestu	O
þakkir	O
fyrir	O
margháttaðan	O
fróðleik	O
um	O
efni	O
það	O
sem	O
um	O
var	O
rætt	O
í	O
síðasta	O
þætti	O
mínum	O
og	O
fleira	O
sem	O
þar	O
flaut	O
með	O
bæði	O
skylt	O
og	O
óskylt	O
.	O

Ég	O
ræddi	O
dálítið	O
um	O
orðin	O
spektarföl	O
og	O
sauðspekja	O
sem	O
höfð	O
eru	O
um	O
nokkurn	O
snjó	O
eða	O
föl	O
fyrst	O
á	O
haustin	O
og	O
auðveldar	O
mönnum	O
að	O
smala	O
.	O

Fyrrnefnda	O
orðið	O
,	O
spektarföl	O
,	O
barst	O
okkur	O
norðan	O
úr	O
Norður-Þingeyjarsýslu	B-Location
en	O
hitt	O
,	O
sauðspekja	O
,	O
vestan	O
af	O
Fjörðum	B-Location
.	O

Þeir	O
sem	O
ekki	O
þekktu	O
þessi	O
orð	O
né	O
önnur	O
um	O
þetta	O
sama	O
,	O
tóku	O
þó	O
undir	O
það	O
að	O
oft	O
væri	O
til	O
bóta	O
að	O
nokkurt	O
snjóföl	O
væri	O
þegar	O
smalað	O
er	O
og	O
orðuðu	O
það	O
svo	O
að	O
að	O
snjórinn	O
væri	O
besti	O
smalinn	O
eða	O
besti	O
smalinn	O
væri	O
að	O
fá	O
föl	O
í	O
fjöllin	O
.	O

Engin	O
önnur	O
dæmi	O
en	O
hið	O
þingeyska	O
höfum	O
við	O
um	O
orðið	O
spektarföl	O
en	O
vel	O
væri	O
þegið	O
að	O
vita	O
hvort	O
það	O
þekkist	O
eitthvað	O
víðar	O
.	O

Hins	O
vegar	O
eru	O
nokkur	O
dæmi	O
um	O
orðið	O
sauðspekja	O
eins	O
og	O
ég	O
vék	O
að	O
síðast	O
og	O
vil	O
aðeins	O
rifja	O
það	O
upp	O
hér	O
og	O
bæta	O
dálitlu	O
við	O
.	O

Í	O
talmálssafni	O
Orðabókarinnar	B-Organization
er	O
eitt	O
dæmi	O
auk	O
hins	O
vestfirska	O
sem	O
fyrr	O
var	O
getið	O
.	O

Er	O
það	O
haft	O
eftir	O
heimildarmanni	O
úr	O
Mýra-	B-Location
og	O
Borgarfjarðarsýslu	B-Location
en	O
hann	O
tekur	O
það	O
fram	O
að	O
hann	O
sé	O
ekki	O
viss	O
hvar	O
hann	O
hafi	O
lært	O
orðið	O
.	O

Enn	O
fremur	O
er	O
orðið	O
sauðspekja	O
tilgreint	O
í	O
tveimur	O
merkingum	O
í	O
orðabók	O
Blöndals	B-Person
og	O
er	O
önnur	O
þeirra	O
um	O
dálitla	O
vetrarbeit	O
.	O

Auk	O
þessa	O
,	O
sem	O
nú	O
var	O
nefnt	O
,	O
er	O
eitt	O
dæmi	O
um	O
orðið	O
í	O
ritmálssafni	O
Orðabókarinnar	B-Organization
.	O

Það	O
er	O
úr	O
embættisskrifum	O
Árna	B-Person
Magnússonar	I-Person
frá	O
árinu	O
1710	B-Date
en	O
lýtur	O
að	O
galdrabrennumáli	O
nokkrum	O
áratugum	O
áður	O
.	O

Ekki	O
er	O
samhengið	O
ljóst	O
í	O
fljótu	O
bragði	O
en	O
ég	O
les	O
þetta	O
upp	O
til	O
fróðleiks	O
:	O
Anno	O
1677	B-Date
var	O
brendur	O
Þorbiörn	B-Person
Sveinsson	I-Person
ur	O
Borgarfirde	B-Location
fyrer	O
skrift	O
og	O
medferd	O
á	O
nockrum	O
characteribus	O
,	O
saudspekiu	O
,	O
og	O
ad	O
vita	O
hver	O
frá	O
sier	O
stæle	O
.	O

Með	O
characteribus	O
er	O
átt	O
við	O
galdrastafi	O
.	O

Þessi	O
klausa	O
Árna	B-Person
er	O
tekin	O
eftir	O
Alþingisbókinni	B-Miscellaneous
1677	B-Date
og	O
þar	O
greinir	O
að	O
á	O
Þorbirni	B-Person
þessum	O
hafi	O
fundist	O
þrjú	O
kver	O
og	O
skinnlengjur	O
með	O
óvenjulegum	O
characteribus	O
.	O

Enn	O
fremur	O
stendur	O
þar	O
,	O
,	O
að	O
nefndur	O
Þorbjörn	B-Person
hafi	O
meðkennt	O
sig	O
sjálfan	O
skrifað	O
hafa	O
tvö	O
af	O
þessum	O
kverum	O
...	O

og	O
svo	O
til	O
reynslu	O
brúkað	O
,	O
fyrst	O
einn	O
staf	O
að	O
vita	O
,	O
hver	O
frá	O
sér	O
stæli	O
...	O

.	O

Sömuleiðis	O
nokkra	O
af	O
þeim	O
stöfum	O
til	O
að	O
spekja	O
fénað	O
með	O
,	O
...	O

.	O
»	O

Greinilegt	O
er	O
að	O
stafirnir	O
lúta	O
m.a.	O
að	O
því	O
að	O
spekja	O
fénað	O
en	O
Árni	B-Person
myndar	O
þarna	O
orðið	O
sjálft	O
,	O
sauðspekja	O
,	O
úr	O
orðasambandinu	O
að	O
spekja	O
fénað	O
en	O
Árni	B-Person
var	O
fæddur	O
og	O
uppalinn	O
vestur	O
í	O
Dölum	B-Location
.	O

Af	O
öllum	O
þessum	O
ástæðum	O
þykir	O
mér	O
líklegt	O
að	O
orðið	O
sauðspekja	O
tíðkist	O
eða	O
hafi	O
tíðkast	O
eitthvað	O
til	O
skamms	O
tíma	O
vestanlands	O
og	O
væri	O
vel	O
þegið	O
að	O
fræðast	O
frekar	O
um	O
það	O
.	O

Eftir	O
síðasta	O
þátt	O
hafði	O
Valgeir	B-Person
Sigurðsson	I-Person
í	O
Kópavogi	B-Location
samband	O
við	O
mig	O
og	O
gerði	O
að	O
umræðuefni	O
sauðspekju	O
og	O
spektarföl	O
.	O

Valgeir	B-Person
er	O
Vopnfirðingur	B-Miscellaneous
að	O
uppruna	O
og	O
kvaðst	O
hann	O
ekki	O
þekkja	O
þessi	O
orð	O
.	O

Þvert	O
á	O
móti	O
sagðist	O
hann	O
þekkja	O
og	O
hafa	O
notað	O
í	O
sínum	O
átthögum	O
orðið	O
óspektarföl	O
,	O
óspektar-	O
og	O
lýsti	O
því	O
nokkru	O
nánar	O
.	O

Óspektarföl	O
segir	O
Valgeir	B-Person
að	O
sé	O
þunnt	O
föl	O
sem	O
fellur	O
á	O
auða	O
jörð	O
,	O
rétt	O
sporrækt	O
.	O

Fé	O
sem	O
vant	O
var	O
að	O
krafsa	O
varð	O
mjög	O
órólegt	O
á	O
slíkri	O
jörð	O
,	O
hljóp	O
og	O
rásaði	O
fram	O
og	O
aftur	O
til	O
að	O
finna	O
auðan	O
blett	O
.	O

Ég	O
skil	O
það	O
sem	O
svo	O
að	O
þetta	O
hafi	O
verið	O
almennt	O
mál	O
í	O
átthögum	O
Valgeirs	B-Person
eystra	O
.	O

En	O
fróðlegt	O
væri	O
að	O
vita	O
hvort	O
þetta	O
orð	O
,	O
óspektarföl	O
,	O
hafi	O
verið	O
notað	O
víðar	O
þar	O
eystra	O
,	O
t.d.	O
á	O
Jökuldal	B-Location
og	O
Héraði	B-Location
.	O

Að	O
lokum	O
er	O
rétt	O
að	O
vekja	O
athygli	O
á	O
orðmynduninni	O
sauðspekja	O
.	O

Nafnorðið	O
-spekja	O
er	O
að	O
sjálfsögðu	O
skylt	O
sagnorðinu	O
að	O
spekja	O
og	O
dregið	O
af	O
lýsingarorðinu	O
spakur	O
.	O

Þetta	O
er	O
hins	O
vegar	O
eina	O
orðið	O
sem	O
svo	O
er	O
myndað	O
,	O
þ.e.	O
með	O
nafnorðinu	O
spekja	O
að	O
síðara	O
lið	O
og	O
eitt	O
og	O
sér	O
er	O
það	O
afar	O
fátítt	O
og	O
Orðabók	B-Organization
Háskólans	I-Organization
hefur	O
einungis	O
eitt	O
dæmi	O
um	O
það	O
,	O
þ.e.	O
í	O
vísu	O
eftir	O
Pál	B-Person
lögmann	O
Vídalín	B-Person
en	O
hendingin	O
hljóðar	O
svo	O
:	O
*	O
Hryggspönn	O
tekur	O
hann	O
um	O
tröll	O
,	O
/	O
hrindir	O
vægð	O
og	O
spekju	O
.	O

Í	O
síðasta	O
þætti	O
vék	O
ég	O
að	O
orðinu	O
gólfgengi	O
og	O
nokkrum	O
öðrum	O
orðum	O
sem	O
lúta	O
að	O
góðu	O
göngufæri	O
á	O
snjó	O
eða	O
öllu	O
heldur	O
hjarni	O
,	O
s.s.	O
fjalfellu	O
,	O
pallgöngu	O
og	O
gólffæri	O
.	O

Þau	O
dæmi	O
sem	O
Orðabókin	B-Organization
hefur	O
um	O
gólfgengi	O
virtust	O
benda	O
til	O
Austurlands	B-Location
og	O
svör	O
hlustenda	O
upp	O
á	O
síðkastið	O
benda	O
einnig	O
til	O
að	O
svo	O
sé	O
.	O

Heimildarmenn	O
úr	O
Vopnafirði	B-Location
,	O
af	O
Borgarfirði	B-Location
og	O
suður	O
í	O
Berufjörð	B-Location
taka	O
fram	O
að	O
þeim	O
sé	O
þetta	O
orð	O
,	O
gólfgengi	O
,	O
tamt	O
um	O
hjarn	O
sem	O
sé	O
gott	O
yfirferðar	O
.	O

Þegar	O
komið	O
er	O
norður	O
í	O
Þingeyjarsýslur	B-Location
er	O
fremur	O
notuð	O
orðmyndunin	O
gólfganga	O
og	O
nær	O
sú	O
orðmynd	O
norður	O
í	O
Eyjafjörð	B-Location
og	O
jafnvel	O
í	O
Skagafjörð	B-Location
.	O

Orðið	O
þilja	O
og	O
fleirtölumynd	O
þess	O
,	O
þiljur	O
,	O
er	O
haft	O
um	O
samfellda	O
hjarnbreiðu	O
yfir	O
allt	O
svo	O
að	O
hvergi	O
sér	O
á	O
jörð	O
.	O

Þetta	O
virðist	O
þekkt	O
víða	O
um	O
land	O
.	O

Stundum	O
er	O
sagt	O
þiljufenni	O
eða	O
þiljugaddur	O
og	O
sýnist	O
sú	O
orðnotkun	O
vera	O
bundin	O
við	O
norðausturhluta	O
landsins	O
,	O
Múla-	B-Location
og	O
Þingeyjarsýslur	B-Location
.	O

Mjög	O
hart	O
hjarn	O
er	O
stundum	O
kallað	O
harðahjarn	O
eða	O
skarpahjarn	O
og	O
norðan	O
úr	O
Mývatnssveit	B-Location
barst	O
okkur	O
orðið	O
meitilhjarn	O
um	O
afar	O
hart	O
hjarn	O
.	O

Á	O
Norðausturlandi	B-Location
er	O
talað	O
um	O
meitilgljá	O
og	O
meitilfæri	O
á	O
slíku	O
hjarni	O
.	O

Viðmælandi	O
okkar	O
í	O
Mývatnssveit	B-Location
tjáði	O
okkur	O
að	O
þegar	O
komið	O
var	O
fram	O
á	O
bílaöld	O
hafi	O
stundum	O
verið	O
talað	O
um	O
fleytingshjarn	O
.	O

Þá	O
er	O
færðin	O
með	O
þeim	O
hætti	O
að	O
einungis	O
verður	O
komist	O
aðra	O
leiðina	O
eftir	O
sömu	O
slóðinni	O
.	O

Um	O
harðan	O
,	O
samanbarinn	O
snjó	O
eftir	O
storm	O
er	O
haft	O
orð	O
eins	O
og	O
barfenni	O
og	O
eru	O
þau	O
dæmi	O
,	O
sem	O
við	O
höfum	O
fengið	O
um	O
þetta	O
,	O
öll	O
af	O
austurhluta	O
landsins	O
,	O
allt	O
frá	O
Austur-Skaftafellssýslu	B-Location
,	O
um	O
Múlasýslur	B-Location
og	O
norður	O
í	O
Þingeyjarsýslur	B-Location
.	O

Þegar	O
jafnt	O
er	O
yfir	O
allt	O
af	O
ísi	O
og	O
hjarni	O
er	O
stundum	O
talað	O
um	O
fjalfellu	O
og	O
er	O
það	O
orð	O
víða	O
þekkt	O
,	O
einkum	O
vestanlands	O
og	O
norðan	O
.	O

Það	O
er	O
einnig	O
notað	O
um	O
samfellda	O
rekabreiðu	O
í	O
fjöru	O
eða	O
smávíkum	O
.	O

Orðabókin	B-Organization
hefur	O
fengið	O
dæmi	O
um	O
þetta	O
úr	O
Rauðasandshreppi	B-Location
í	O
Vestur-Barðastrandarsýslu	B-Location
:	O
Rekinn	O
var	O
svo	O
mikill	O
að	O
víkin	O
var	O
ein	O
fjalfella	O
af	O
rekavið	O
,	O
er	O
haft	O
eftir	O
einum	O
heimildarmanni	O
af	O
þeim	O
slóðum	O
.	O

En	O
nú	O
ætla	O
ég	O
að	O
láta	O
lokið	O
þessu	O
hjarntali	O
um	O
sinn	O
og	O
snúa	O
mér	O
nokkuð	O
að	O
tóbaksorðunum	O
sem	O
ég	O
hef	O
spurt	O
um	O
að	O
undanförnu	O
.	O

Orðin	O
görn	O
,	O
spotti	O
og	O
tala	O
lúta	O
öll	O
að	O
munntóbaki	O
.	O

Það	O
kom	O
fyrrum	O
í	O
lengjum	O
í	O
laginu	O
eins	O
og	O
taumar	O
eða	O
snúrur	O
og	O
var	O
undið	O
upp	O
í	O
hönk	O
og	O
lagt	O
þannig	O
í	O
umbúðirnar	O
sem	O
lengstum	O
voru	O
stærri	O
en	O
svo	O
að	O
menn	O
bæru	O
þær	O
á	O
sér	O
daglega	O
.	O

Þetta	O
var	O
kallað	O
skro	O
.	O

Þá	O
var	O
tekin	O
hæfileg	O
lengja	O
til	O
eins	O
dags	O
eða	O
svo	O
og	O
skorin	O
af	O
hönkinni	O
og	O
lögð	O
í	O
tóbaksdósir	O
þær	O
er	O
menn	O
báru	O
á	O
sér	O
.	O

Þegar	O
tóbaksþörfin	O
kallaði	O
,	O
var	O
slitinn	O
svolítill	O
spotti	O
,	O
tala	O
,	O
af	O
,	O
hæfilegur	O
skammtur	O
til	O
að	O
stinga	O
upp	O
í	O
sig	O
í	O
einu	O
,	O
og	O
var	O
þess	O
háttar	O
tóbaksneysla	O
nefnd	O
að	O
taka	O
upp	O
í	O
sig	O
,	O
en	O
einnig	O
var	O
talað	O
um	O
að	O
tyggja	O
skro	O
.	O

Dálítill	O
tóbaksbiti	O
var	O
einnig	O
kallaður	O
pís	O
.	O

Neftóbakið	O
kom	O
óskorið	O
í	O
bitum	O
sem	O
kallaðir	O
voru	O
rjól	O
og	O
var	O
síðan	O
saxað	O
niður	O
með	O
sérstöku	O
áhaldi	O
sem	O
nefnt	O
var	O
tóbaksjárn	O
.	O

Ég	O
hef	O
áður	O
lýst	O
því	O
hvernig	O
sumir	O
notuðu	O
neftóbak	O
sem	O
munntóbak	O
með	O
því	O
að	O
vefja	O
því	O
inn	O
í	O
dálitla	O
dulu	O
og	O
stinga	O
henni	O
upp	O
í	O
sig	O
og	O
láta	O
hana	O
liggja	O
þar	O
.	O

Á	O
tímabili	O
var	O
hér	O
tóbak	O
sem	O
nefnt	O
var	O
baðtóbak	O
.	O

Þetta	O
tóbak	O
kom	O
í	O
laufum	O
eða	O
blöðum	O
og	O
var	O
jafnframt	O
kallað	O
blaðtóbak	O
.	O

Einnig	O
gekk	O
það	O
undir	O
nafninu	O
baddi	O
.	O

Lögur	O
af	O
þessu	O
tóbaki	O
var	O
notaður	O
í	O
lyf	O
handa	O
sauðfé	O
,	O
bæði	O
innvortis	O
gegn	O
ormum	O
og	O
útvortis	O
gegn	O
kláða	O
.	O

Af	O
þessum	O
sökum	O
létti	O
landssjóður	O
tollaálögum	O
af	O
baðtóbakinu	O
og	O
var	O
það	O
stundum	O
nefnt	O
landssjóður	O
.	O

Heldur	O
mun	O
þetta	O
hafa	O
verið	O
groddaleg	O
vara	O
en	O
sumir	O
létu	O
sig	O
þó	O
hafa	O
það	O
að	O
tyggja	O
þetta	O
í	O
sparnaðar	O
skyni	O
.	O

Viðmælendur	O
mínir	O
hafa	O
frætt	O
mig	O
um	O
þetta	O
að	O
undanförnu	O
og	O
nokkrir	O
muna	O
t.d.	O
enn	O
eftir	O
landssjóðsnafninu	O
á	O
þessu	O
baðtóbaki	O
.	O

Ég	O
vil	O
geta	O
þess	O
að	O
lokum	O
að	O
kímileg	O
klausa	O
um	O
landssjóð	O
eða	O
badda	O
er	O
í	O
Sjálfstæðu	B-Miscellaneous
fólki	I-Miscellaneous
eftir	O
Halldór	B-Person
Laxness	I-Person
,	O
70.	O
kafla	O
,	O
bls.	O
436-37	O
í	O
annarri	O
útgáfu	O
sögunnar	O
frá	O
árinu	O
1952	B-Date
.	O

Að	O
síðustu	O
vil	O
ég	O
spyrja	O
um	O
fáein	O
atriði	O
.	O

Kannast	O
hlustendur	O
við	O
orðalagið	O
að	O
leggja	O
land	O
í	O
tröð	O
,	O
leggja	O
land	O
í	O
tröð	O
,	O
og	O
hvað	O
merkir	O
það	O
.	O

Þekkir	O
einhver	O
máltækið	O
skuldlaus	O
er	O
