Málverkafölsunarmálið	nheng
mótmælunum	nhfþg
en	c
þau	fphfn
fóru	sfg3fþ
friðsamlega	aa
fram	aa
.	.

Það	fphen
voru	sfg3fþ
líklega	aa
um	aa
100	ta
manns	nkee
sem	ct
mættu	sfg3fþ
fyrir	ao
utan	aa
lögreglustöðina	nveog
hér	aa
við	ao
Hverfisgötu	nveo-s
í	ao
kvöld	nheo
til	ae
að	cn
mótmæla	sng
því	faheþ
sem	ct
hópurinn	nkeng
kallar	sfg3en
ofbeldi	nheo
af	aþ
hálfu	nveþ
lögreglunnar	nveeg
.	.

Hér	aa
er	sfg3en
enginn	foken
eftir	aa
,	,
bara	aa
kertin	nhfng
sem	ct
að	c
hópurinn	nkeng
raðaði	sfg3eþ
upp	aa
.	.

Hópurinn	nkeng
var	sfg3eþ
fyrir	ao
framan	aa
lögreglustöðina	nveog
í	ao
rúman	lkeosf
hálftíma	nkeo
og	c
fylgdist	sfm3eþ
lögreglan	nveng
með	aa
úr	aþ
fjarska	nkeþ
án	ae
þess	fphee
að	cn
skipta	sng
sér	fpveþ
af	aþ
mótmælendum	nkfþ
.	.

Boð	nhfn
um	ao
fundinn	nkeog
gengu	sfg3fþ
manna	nkfe
á	aa
milli	ae
í	aþ
tölvubréfum	nhfþ
og	c
SMS-skeytum	nhfþ
en	c
engin	fohfn
samtök	nhfn
stóðu	sfg3fþ
að	aþ
baki	nheþ
mótmælunum	nhfþg
.	.

Að	aþ
sögn	nveþ
fundarmanna	nkfe
var	sfg3eþ
ekki	aa
verið	sþghen
að	cn
mótmæla	sng
einstökum	lkeþsf
atburði	nkeþ
heldur	aam
ónauðsynlegu	lheþsf
ofbeldi	nheþ
sem	ct
lögregla	nven
beitti	sfg3eþ
borgaranna	nkfog
.	.

Opinn	lkensf
fundur	nken
Sólar	nvee-s
í	aþ
Straumi	nkeþ-s

Fulltrúar	nkfn
Alcan	e
mættu	sfg3fþ
á	ao
opinn	lkeosf
fund	nkeo
samtakanna	nhfeg
Sól	nven-s
í	aþ
Straumi	nkeþ-s
í	ao
kvöld	nheo
en	c
þar	aa
færðu	sfg3fþ
þeir	fpkfn
rök	nhfo
fyrir	aþ
kostum	nkfþ
þess	fphee
að	cn
stækka	sng
Álverið	nheog
í	aþ
Straumsvík	nveþ-s
.	.

Nokkur	foken
fjöldi	nken
var	sfg3eþ
saman	aa
kominn	sþgken
til	ae
að	cn
fylgjast	snm
með	aa
.	.

Upplýsingafulltrúi	nken
Alcan	e
fór	sfg3eþ
yfir	ao
helstu	lhfove
rökin	nhfog
fyrir	aþ
stækkuninni	nveþg
og	c
nefndi	sfg3eþ
þar	aa
fyrst	aae
hagnað	nkeo
bæjarins	nkeeg
og	c
þjóðfélagsins	nheeg
.	.

Hann	fpken
sagði	sfg3eþ
meðal	ae
annars	fohee
að	c
á	aþ
næstu	lhfþve
20	ta
árum	nhfþ
gerði	svg3eþ
Alcan	e
ráð	nheo
fyrir	aþ
því	fpheþ
að	cn
greiða	sng
um	aa
250	ta
milljarða	nkfo
króna	nvfe
fyrir	ao
raforku	nveo
.	.

Opinn	lkensf
fundur	nken
Sólar	nvee-s
í	aþ
Straumi	nkeþ-s

Fulltrúar	nkfn
Alcan	e
mættu	sfg3fþ
á	ao
opinn	lkeosf
fund	nkeo
samtakanna	nhfeg
Sól	nven-s
í	aþ
Straumi	nkeþ-s
í	ao
kvöld	nheo
en	c
þar	aa
færðu	sfg3fþ
þeir	fpkfn
rök	nhfo
fyrir	aþ
kostum	nkfþ
þess	fphee
að	cn
stækka	sng
Álverið	nheog
í	aþ
Straumsvík	nveþ-s
.	.

Nokkur	foken
fjöldi	nken
var	sfg3eþ
saman	aa
kominn	sþgken
til	ae
að	cn
fylgjast	snm
með	aa
.	.

Upplýsingafulltrúi	nken
Alcan	e
fór	sfg3eþ
yfir	ao
helstu	lhfove
rökin	nhfog
fyrir	aþ
stækkuninni	nveþg
og	c
nefndi	sfg3eþ
þar	aa
fyrst	aae
hagnað	nkeo
bæjarins	nkeeg
og	c
þjóðfélagsins	nheeg
.	.

Hann	fpken
sagði	sfg3eþ
meðal	ae
annars	fohee
að	c
á	aþ
næstu	lhfþve
20	ta
árum	nhfþ
gerði	svg3eþ
Alcan	e
ráð	nheo
fyrir	aþ
því	fpheþ
að	cn
greiða	sng
um	aa
250	ta
milljarða	nkfo
króna	nvfe
fyrir	ao
raforku	nveo
.	.

Taktu	sbg2en
niður	aa
víravegriðin	nhfog

Taktu	sbg2en
niður	aa
víravegriðin	nhfog
voru	sfg3fþ
skilaboð	nhfn
Bifhjólasamtaka	nhfe-s
íslenska	lheevf
lýðveldisins	nheeg
til	ae
samgönguráðherra	nkee
á	aþ
tröppum	nvfþ
alþingishússins	nheeg
í	ao
dag	nkeo
.	.

Þar	aa
afhentu	sfg3fþ
Sniglarnir	nkfngs
samgönguráðherra	nkeþ
undirskriftir	nvfo
2.078	ta
bifhjólamanna	nkfe
og	c
mótmæltu	sfg3fþ
því	fpheþ
að	c
fleiri	lhfnvm
víravegrið	nhfn
yrðu	svg3fþ
sett	sþghfn
upp	aa
.	.

Umrædd	lhfnsf
vegrið	nhfn
eru	sfg3fn
ódýrari	lhfnvm
en	c
hefðbundin	lhfnsf
vegrið	nhfn
og	c
eiga	sfg3fn
að	cn
draga	sng
úr	aþ
höggi	nheþ
aki	svg3fn
á	ao
þau	fphfo
bílar	nkfn
.	.

Edda	nven-s
Þórey	nven-s
Guðnadóttir	nven-s
,	,
gjaldkeri	nken
Sniglanna	nkfegs
:	:
«	«
Norðmenn	nkfn-s
eru	sfg3fn
að	cn
taka	sng
sín	fehfo
niður	aa
,	,
Hollendingar	nkfn-s
tóku	sfg3fþ
sín	fehfo
síðustu	lhfove
niður	aa
núna	aa
í	ao
lok	nhfo
júlí	nkee
.	.

Það	fphen
er	sfg3en
náttúrulega	aa
kannski	aa
ekkert	fohen
skrýtið	lhensf
að	c
þau	fphfn
séu	svg3fn
ódýr	lhfnsf
,	,
það	fphen
er	sfg3en
enginn	foken
sem	ct
kaupir	sfg3en
þau	fphfo
lengur	aam
,	,
þannig	aa
að	c
við	fp1fn
fáum	sfg1fn
þau	fphfo
mjög	aa
ódýrt	aa
kannski	aa
.	.
»	»

Umferðaröryggi	nhen
er	sfg3en
líka	aa
fyrir	ao
bifhjólafólk	nheo
segja	sfg3fn
Sniglarnir	nkfngs
.	.

Við	fp1fn
neitum	sfg1fn
að	cn
láta	sng
líta	sng
á	ao
okkur	fp1fo
sem	ct
fórnarkostnað	nkeo
í	aþ
þágu	nveþ
annarra	fokfe
í	aþ
umferðinni	nveþg
.	.

Samgönguráðherra	nken
sagði	sfg3eþ
málið	nheog
verða	sng
skoðað	sþgheo
og	c
að	c
hann	fpken
vissi	svg3eþ
til	ae
þess	fphee
að	c
Vegagerðin	nvengs
hefði	svg3eþ
á	aþ
því	fpheþ
fullan	lkeosf
hug	nkeo
.	.

Héðinn	nken-s
Halldórsson	nken-s
:	:
«	«
Verða	sfg3fn
fleiri	lhfnvm
víravegrið	nhfn
sett	sþghfn
upp	aa
?	?
»	»

Sturla	nken-s
Böðvarsson	nken-s
,	,
samgönguráðherra	nken
(	(
D	x
)	)
:	:
«	«
Ja	au
,	,
það	fpheo
vil	sfg1en
ég	fp1en
ekkert	fohen
segja	sng
á	aþ
þessu	faheþ
stigi	nheþ
en	c
það	fphen
er	sfg3en
krafa	nven
,	,
eðlileg	lvensf
krafa	nven
að	cn
aðskilja	sng
akstursstraumana	nkfog
með	aþ
einhverjum	fovfþ
leiðum	nvfþ
og	c
við	fp1fn
þurfum	sfg1fn
að	cn
finna	sng
bestu	lveove
leiðina	nveog
.	.
»	»

Ráðherra	nken
skipaði	sfg3eþ
nýlega	aa
fulltrúa	nkeo
Sniglanna	nkfegs
í	ao
umferðarráð	nheo
.	.

Sturla	nken-s
Böðvarsson	nken-s
:	:
«	«
Ég	fp1en
tel	sfg1en
að	aþ
sjálfsögðu	lheþsf
nauðsynlegt	lheosf
að	cn
læra	sng
af	aþ
reynslu	nveþ
þeirra	fpkfe
.	.

Sjáum	sfg1fn
hvað	fshen
setur	sfg3en
.	.
»	»

Samtök	nhfn-s
evrópskra	lkfesf
bifhjólamanna	nkfe
hafa	sfg3fn
tekið	ssg
eindregna	lveosf
afstöðu	nveo
gegn	aþ
víravegriðunum	nhfþg
.	.

Eina	lhenvf
víravegriðið	nheng
á	aþ
Íslandi	nheþ-s
er	sfg3en
á	aþ
Hellisheiði	nveþ-s
,	,
4	ta
kílómetra	nkfe
langt	lhensf
.	.

Edda	nven-s
Þórey	nven-s
Guðnadóttir	nven-s
:	:
«	«
Þetta	fahen
skiptir	sfg3en
okkur	fp1fo
miklu	lheþsf
máli	nheþ
.	.

Við	fp1fn
viljum	sfg1fn
halda	sng
lífi	nheþ
í	aþ
umferðinni	nveþg
líka	aa
.	.
»	»

Yfir	aa
1100	ta
vinnuslys	nhfn
í	aþ
virkjunum	nvfþ
eystra	aam

Rúmlega	aa
300	ta
starfsmenn	nkfn
við	ao
virkjanaframkvæmdir	nvfo
á	aþ
Austurlandi	nheþ-s
hafa	sfg3fn
þurft	ssg
að	cn
vera	sng
frá	aþ
vinnu	nveþ
í	ao
þrjá	tfkfo
daga	nkfo
eða	c
lengur	aam
vegna	ae
vinnuslysa	nhfe
frá	aþ
því	fpheþ
framkvæmdir	nvfn
hófust	sfm3fþ
fyrir	aþ
tæpum	lhfþsf
þremur	tfhfþ
árum	nhfþ
.	.

Þá	aa
hafa	sfg3fn
fjórir	tfkfn
menn	nkfn
látist	ssm
í	aþ
vinnuslysum	nhfþ
tengdum	lhfþsf
Kárahnjúkavirkjun	nveþ-s
.	.

Í	ao
dag	nkeo
eru	sfg3fn
liðnir	sþgkfn
1.377	ta
dagar	nkfn
frá	aþ
því	fpheþ
að	c
framkvæmdir	nvfn
við	ao
Kárahnjúkavirkjun	nveo-s
hófust	sfm3fþ
,	,
en	c
á	aþ
þeim	fakeþ
tíma	nkeþ
hefur	sfg3en
Vinnueftirlitinu	nheþgs
verið	ssg
tilkynnt	sþghen
um	ao
1.142	ta
vinnuslys	nhfo
vegna	ae
virkjanaframkvæmda	nvfe
á	aþ
Austurlandi	nheþ-s
.	.

Þar	aa
af	aa
hefur	sfg3en
ítalska	lhenvf
verktakafyrirtækið	nheng
Impregilo	e
tilkynnt	ssg
1.078	ta
slys	nhfo
á	aþ
þessu	faheþ
tímabili	nheþ
eða	c
94%	tp
allra	fohfe
tilkynntra	lhfesf
slysa	nhfe
.	.

Einungis	aa
eru	sfg3fn
tilkynnt	sþghfn
slys	nhfn
til	ae
Vinnueftirlitsins	nheegs
sem	ct
teljast	sfm3fn
alvarleg	lhfnsf
og	c
/	/
eða	c
valda	sfg3fn
fjarvistum	nvfþ
lengur	aam
en	c
einn	tfkeo
dag	nkeo
umfram	ao
slysadag	nkeo
.	.

Af	aþ
þeim	fahfþ
1.142	ta
vinnuslysum	nhfþ
sem	ct
hafa	sfg3fn
verið	ssg
tilkynnt	sþghfn
hafa	sfg3fn
830	ta
slasaðra	lkfesf
getað	ssg
snúið	ssg
aftur	aa
til	ae
vinnu	nvee
innan	ae
þriggja	tfkfe
daga	nkfe
.	.

Þetta	fahen
þýðir	sfg3en
jafnframt	aa
samkvæmt	aþ
þessum	favfþ
tölum	nvfþ
að	c
312	ta
starfsmenn	nkfn
hafa	sfg3fn
slasast	ssm
það	fphen
mikið	aa
að	c
þeir	fpkfn
hafa	sfg3fn
orðið	ssg
óvinnufærir	lkfnsf
lengur	aam
en	c
í	ao
þrjá	tfkfo
daga	nkfo
.	.

Taka	sng
ber	sfg3en
fram	aa
að	c
hér	aa
er	sfg3en
ekki	aa
verið	sþghen
að	cn
tala	sng
um	ao
vinnuslys	nhfo
við	ao
byggingu	nveo
álversins	nheeg
í	aþ
Reyðarfirði	nkeþ-s
heldur	c
einungis	aa
virkjanaframkvæmdir	nvfo
.	.

Samkvæmt	aþ
skráningu	nveþ
Hagstofunnar	nveegs
unnu	sfg3fþ
1.770	ta
manns	nkee
að	aþ
mannvirkjagerð	nveþ
á	aþ
Austurlandi	nheþ-s
árið	nheog
2005	ta
og	c
langflestir	lkfnse
við	ao
virkjanaframkvæmdir	nvfo
.	.

Til	ae
Slysaskrár	nvee-s
Íslands	nhee-s
voru	sfg3fþ
tilkynnt	sþghfn
þetta	faheo
sama	fbheo
ár	nheo
1.240	ta
vinnuslys	nhfn
á	aþ
Fljótsdalshéraði	nheþ-s
og	c
í	aþ
Fljótsdalshreppi	nkeþ-s
,	,
en	c
athafnasvæði	nhen
Kárahnjúkavirkjunar	nvee-s
er	sfg3en
innan	ae
þeirra	fahfe
sveitafélaga	nhfe
.	.

Þetta	fahen
gera	sfg3fn
rúmlega	aa
hundrað	tfhfo
vinnuslys	nhfo
á	aþ
mánuði	nkeþ
,	,
sem	ct
þýðir	sfg3en
að	c
sjö	tfkfn
af	aþ
hverjum	fokfþ
tíu	tfkfþ
verkamönnum	nkfþ
hafa	sfg3fn
orðið	ssg
fyrir	aþ
einhvers	fokee
konar	nkee
meiðslum	nhfþ
við	ao
vinnu	nveo
sína	feveo
.	.

Það	fphen
skal	sfg3en
tekið	sþghen
fram	aa
að	c
til	ae
slysaskrárinnar	nveeg
eru	sfg3fn
öll	fohfn
vinnuslys	nhfn
tilkynnt	sþghfn
,	,
óháð	aþ
því	fpheþ
hversu	aa
alvarleg	lhfnsf
þau	fphfn
eru	sfg3fn
eða	c
hversu	aa
lengi	aa
menn	nkfn
eru	sfg3fn
frá	aþ
vinnu	nveþ
.	.

Nú	aa
hafa	sfg3fn
fjórir	tfkfn
menn	nkfn
látist	ssm
við	ao
virkjanaframkvæmdirnar	nvfog
á	aþ
Kárahnjúkum	nkfþ-s
,	,
þrír	tfkfn
Íslendingar	nkfn-s
og	c
Króati	nken-s
.	.

Nú	aa
síðast	aae
slasaðist	sfm3eþ
kínverskur	lkensf
verkamaður	nken
alvarlega	aa
þegar	c
hann	fpken
dróst	sfm3eþ
40	ta
metra	nkfo
niður	ao
stífluvegg	nkeo
og	c
hafnaði	sfg3eþ
á	aþ
steypustyrktarjárni	nheþ
.	.

Ástand	nhen
hans	fpkee
er	sfg3en
enn	aa
alvarlegt	lhensf
,	,
en	c
honum	fpkeþ
er	sfg3en
haldið	sþghen
sofandi	lkeþof
í	aþ
öndunarvél	nveþ
á	aþ
gjörgæsludeild	nveþ
Landspítalans	nkeegs
í	aþ
Fossvogi	nkeþ-s
.	.

Forstjóri	nken
Umhverfisstofnunar	nvee-s
hættir	sfg3en
störfum	nhfþ

Davíð	nken-s
Egilsson	nken-s
,	,
forstjóri	nken
Umhverfisstofnunar	nvee-s
hyggst	sfm3en
láta	sng
af	aþ
störfum	nhfþ
.	.

Hann	fpken
segir	sfg3en
að	c
betra	lhenvm
sé	svg3en
að	c
nýr	lkensf
maður	nken
komi	svg3en
að	aþ
stjórn	nveþ
stofnunarinnar	nveeg
.	.

Niðurstöður	nvfn-s
úr	aþ
sérstakri	lveþsf
úttekt	nveþ
voru	sfg3fþ
sendar	sþgvfn
umhverfisráðuneytinu	nheþg
um	ao
mánaðarmót	nhfo
en	c
þær	fpvfn
hafa	sfg3fn
ekki	aa
verið	ssg
gerðar	sþgvfn
opinberar	lvfnsf
.	.

Forstjóri	nken
Umhverfisstofnunar	nvee-s
boðaði	sfg3eþ
starfsmenn	nkfo
á	ao
sinn	fekeo
fund	nkeo
í	ao
dag	nkeo
þar	aa
sem	c
hann	fpken
tilkynnti	sfg3eþ
þeim	fpkfþ
þessa	faveo
ákvörðun	nveo
sína	feveo
.	.

Hann	fpken
sagði	sfg3eþ
að	c
þetta	fahen
hefði	svg3eþ
verið	ssg
samkomulagsatriði	nhen
á	aa
milli	ae
sín	fpkee
og	c
Jónínu	nvee-s
Bjartmarz	nvee-s
,	,
umhverfisráðherra	nkee
,	,
en	c
vildi	sfg3eþ
að	aþ
öðru	foheþ
leyti	nheþ
ekki	aa
tjá	sng
sig	fpkeo
um	ao
málið	nheog
.	.

Umhverfisráðherra	nken
er	sfg3en
í	aþ
Kaupmannahöfn	nveþ-s
og	c
því	aa
hefur	sfg3en
Fréttastofa	nven-s
ekki	aa
náð	ssg
tali	nheþ
af	aþ
honum	fpkeþ
í	ao
dag	nkeo
.	.

Síðustu	lkfove
mánuði	nkfo
hefur	sfg3en
nokkur	foken
styr	nken
staðið	ssg
um	ao
Umhverfisstofnun	nveo-s
.	.

Ríkisendurskoðun	nven
birti	sfg3eþ
stjórnsýsluúttekt	nveo
um	ao
stofnunina	nveog
í	aþ
október	nkeþ
en	c
í	aþ
henni	fpveþ
kom	sfg3eþ
meðal	ae
annars	fohee
fram	aa
að	c
markmiðið	nheng
með	aþ
Umhverfisstofnun	nveþ-s
hefði	svg3eþ
ekki	aa
náð	ssg
fram	aa
að	cn
ganga	sng
.	.

Forstjórinn	nkeng
var	sfg3eþ
afar	aa
ósáttur	lkensf
við	ao
úttektina	nveog
og	c
í	aþ
yfirlýsingu	nveþ
gerði	sfg3eþ
hann	fpken
verulegar	lvfosf
athugasemdir	nvfo
við	ao
hana	fpveo
.	.

Um	ao
svipað	lheosf
leyti	nheo
og	c
skýrslan	nveng
kom	sfg3eþ
út	aa
fékk	sfg3eþ
Davíð	nken-s
Egilsson	nken-s
síðan	aa
undirskriftalista	nkeo
með	aþ
nöfnum	nhfþ
tæplega	aa
40	ta
starfsmanna	nkfe
sem	ct
mótmæltu	sfg3fþ
ráðningu	nveo
nýs	lkeesf
fagstjóra	nkee
.	.

Kona	nven
sem	ct
starfaði	sfg3eþ
hjá	aþ
stofnuninni	nveþg
í	ao
7	ta
ár	nhfo
hafði	sfg3eþ
sótt	ssg
um	ao
stöðuna	nveog
ásamt	aþ
karlmanni	nkeþ
sem	ct
hafði	sfg3eþ
verið	ssg
þar	aa
í	ao
um	aa
3	ta
vikur	nvfo
.	.

Maðurinn	nkeng
var	sfg3eþ
ráðinn	sþgken
og	c
lagðist	sfm3eþ
það	fphen
illa	aa
í	ao
þorra	nkeo
starfsmanna	nkfe
.	.

Forstjóri	nken
Umhverfisstofnunar	nvee-s
sagði	sfg3eþ
í	aþ
samtali	nheþ
við	ao
fréttamann	nkeo
að	aþ
loknum	lkeþsf
starfsmannafundi	nkeþ
í	ao
dag	nkeo
að	c
hann	fpken
hefði	svg3eþ
verið	ssg
reiðubúin	x
að	cn
takast	snm
á	aa
við	ao
ný	lhfosf
verkefni	nhfo
í	ao
kjölfar	nheo
úttektar	nvee
ríkisendurskoðunar	nvee
.	.

Það	fphen
hefði	svg3eþ
hins	fakee
vegar	nkee
orðið	ssg
að	aþ
samkomulagi	nheþ
á	aa
milli	ae
hans	fpkee
og	c
ráðherra	nkee
að	c
hann	fpken
léti	svg3eþ
af	aþ
störfum	nhfþ
.	.

Þess	fphee
má	sfg3en
geta	sng
að	c
í	ao
kjölfar	nheo
úttektar	nvee
ríkisendurskoðunar	nvee
fól	sfg3eþ
umhverfisráðuneytið	nheng
Sigurður	x
Helgasyni	nkeþ-s
,	,
stjórnsýslufræðingi	nkeþ
,	,
að	cn
gera	sng
frekari	lveovm
athugun	nveo
á	aþ
starfsemi	nveþ
,	,
stjórn	nveþ
og	c
rekstri	nkeþ
Umhverfisstofnunar	nvee-s
.	.

Niðurstöður	nvfn
lágu	sfg3fþ
fyrir	aa
um	ao
mánaðarmót	nhfo
en	c
hafa	sfg3fn
ekki	aa
verið	ssg
gerðar	sþgvfn
opinberar	lvfnsf
.	.

hafa	sfg3fn
komist	ssm
að	aþ
samkomulagi	nheþ
um	ao
að	c
nýr	lkensf
forstjóri	nken
verði	svg3en
ráðinn	sþgken
.	.

Þetta	fahen
er	sfg3en
gert	sþghen
til	ae
að	cn
þróa	sng
betur	aam
hina	gveo
sameinuðu	lveovf
Umhverfisstofu	nveo-s
og	c
var	sfg3eþ
talið	sþghen
heppilegt	lhensf
að	c
nýr	lkensf
maður	nken
kæmi	svg3eþ
að	aþ
því	faheþ
verki	nheþ
.	.

Stofnunin	nveng
tók	sfg3eþ
til	ae
starfa	nhfe
í	aþ
ársbyrjun	nveþ
2003	ta
og	c
tók	sfg3eþ
þá	aa
við	aþ
verkefnum	nhfþ
Hollustuverndar	nvee-s
ríkisins	nheeg
,	,
Náttúruverndar	nvee-s
ríkisins	nheeg
og	c
Veiðistjóraembættis	nhee-s
,	,
ásamt	aþ
starfsemi	nveþ
dýraverndarráðs	nhee
,	,
hreindýraráðs	nhee
og	c
svokallaðrar	lveesf
villidýranefndar	nvee
.	.

Fyrr	aam
á	aþ
þessu	faheþ
ári	nheþ
skilaði	sfg3eþ
ríkisendurskoðun	nven
skýrslu	nveþ
um	ao
stofnunina	nveog
þar	aa
sem	c
fram	aa
kom	sfg3eþ
að	c
ekki	aa
hefðu	svg3fþ
öll	fohfn
markmið	nhfn
með	aþ
þessari	faveþ
sameiningu	nveþ
náð	ssg
fram	aa
að	cn
ganga	sng
.	.

Meðal	ae
annars	fohee
væru	svg3fþ
ekki	aa
vísbendingar	nvfn
um	ao
að	c
stjórnsýsla	nven
umhverfismála	nhfe
hefði	svg3eþ
almennt	aa
styrkst	ssm
.	.

Davíð	nken-s
Egilsson	nken-s
,	,
sagði	sfg3eþ
í	aþ
samtali	nheþ
við	ao
Fréttastofu	nveo-s
að	c
hann	fpken
og	c
umhverfisráðherra	nken
væru	svg3fþ
sammála	lkfnof
um	ao
að	cn
þróa	sng
þyrfti	svg3eþ
þessa	faveo
sameiningu	nveo
enn	aa
frekar	aam
og	c
skynsamlegt	lhensf
væri	svg3eþ
að	c
nýr	lkensf
maður	nken
kæmi	svg3eþ
að	aþ
því	fpheþ
.	.

Starfið	nheng
verður	sfg3en
því	aa
auglýst	sþghen
fljótlega	aa
.	.

Davíð	nken-s
mun	sfg3en
hins	fakee
vegar	nkee
gegna	sng
starfinu	nheþg
áfram	aa
þar	aa
til	aa
nýr	lkensf
forstjóri	nken
hefur	sfg3en
tekið	ssg
til	ae
starfa	nhfe
.	.

Aðspurður	lkensf
hvort	c
hann	fpken
væri	svg3eþ
sáttur	lkensf
við	ao
þessi	fahfo
málalok	nhfo
sagði	sfg3eþ
Davíð	nken-s
að	c
þetta	fahen
þjónaði	svg3eþ
hagsmunum	nkfþ
Umhverfisstofnunar	nvee-s
best	aae
og	c
þeir	fpkfn
skiptu	svg3fþ
mestu	lheþse
máli	nheþ
.	.

Hann	fpken
vildi	sfg3eþ
jafnframt	aa
taka	sng
það	fpheo
fram	aa
að	c
ekki	aa
væri	svg3eþ
verið	sþghen
að	cn
segja	sng
honum	fpkeþ
upp	aa
störfum	nhfþ
,	,
þetta	fahen
væri	svg3eþ
sameiginleg	lvensf
ákvörðun	nven
hans	fpkee
og	c
umhverfisráðherra	nkee
.	.

Þriðju	lveþvf
umræðu	nveþ
um	ao
RÚV	as
frestað	sþghen
fram	aa
yfir	ao
jól	nhfo

Sátt	nven
hefur	sfg3en
tekist	ssm
milli	ae
þingflokka	nkfe
um	ao
þingfrestun	nveo
á	ao
laugardag	nkeo
.	.

Annarri	lveþvf
umræðu	nveþ
um	ao
frumvarp	nheo
um	ao
Ríkisútvarpið	nheogs
verður	sfg3en
lokið	sþghen
í	ao
kvöld	nheo
eða	c
nótt	nveo
en	c
þriðju	lveþvf
umræðu	nveþ
verður	sfg3en
frestað	sþghen
fram	aa
yfir	ao
áramót	nhfo
.	.

Önnu	x
mál	nhfn
verða	sfg3fn
afgreidd	sþghfn
á	ao
morgun	nkeo
og	c
laugardag	nkeo
.	.

Samkomulag	nhen
náðist	sfm3eþ
í	ao
nótt	nveo
milli	ae
forseta	nkee
þingsins	nheeg
og	c
þingflokka	nkfe
um	ao
þinglok	nhfo
.	.

Ríkisstjórnin	nveng
stefndi	sfg3eþ
að	aþ
því	fpheþ
að	c
frumvarp	nhen
um	ao
Ríkisútvarpið	nheogs
yrði	svg3eþ
að	aþ
lögum	nhfþ
fyrir	ao
jól	nhfo
en	c
samið	sþghen
var	sfg3eþ
um	ao
að	cn
ljúka	sng
annarri	lveþsf
umræðu	nveþ
um	ao
það	fpheo
í	ao
kvöld	nheo
eða	c
nótt	nveo
og	c
taka	sng
svo	aa
þriðju	lveovf
umræðu	nveo
um	ao
leið	nveo
og	c
þing	nhen
kemur	sfg3en
saman	aa
á	aa
ný	aa
um	ao
miðjan	lkeosf
janúar	nkeo
og	c
verður	sfg3en
það	fphen
þá	aa
eina	lhenvf
málið	nheng
á	aþ
dagskrá	nveþ
þingsins	nheeg
.	.

Sólveig	nven-s
Pétursdóttir	nven-s
,	,
forseti	nken
þingsins	nheeg
(	(
D	x
)	)
:	:
«	«
Og	c
niðurstaðan	nveng
er	sfg3en
það	fphen
að	c
við	fp1fn
munum	sfg1fn
ljúka	sng
hér	aa
þingstörfum	nhfþ
,	,
líklega	aa
síðdegis	aa
á	ao
laugardaginn	nkeog
og	c
klára	sng
þá	aa
afgreiðslu	nveo
allra	fohfe
mála	nhfe
.	.
»	»

Samfylkingin	nvengs
kynnti	sfg3eþ
afstöðu	nveo
sína	feveo
til	ae
frumvarpsins	nheeg
um	ao
Ríkisútvarpið	nheogs
í	ao
morgun	nkeo
en	c
formaður	nken
hennar	fpvee
vill	sfg3en
að	c
tíminn	nkeng
fram	aa
að	aþ
þriðju	lveþvf
umræðu	nveþ
verði	svg3en
vel	aa
nýttur	sþgken
.	.

Ingibjörg	nven-s
Sólrún	nven-s
Gísladóttir	nven-s
,	,
formaður	nken
Samfylkingarinnar	nveegs
(	(
S	x
)	)
:	:
«	«
Það	fphen
er	sfg3en
bara	aa
tilboð	nhen
af	aþ
okkar	fp1fe
hálfu	nveþ
að	c
það	fphen
verði	svg3en
settur	sþgken
niður	aa
hópur	nken
,	,
fulltrúa	nkfe
stjórnmálaflokkanna	nkfeg
,	,
til	ae
þess	fphee
að	cn
freista	sng
þess	fphee
að	cn
ná	sng
sáttum	nvfþ
um	ao
Ríkisútvarpið	nheogs
því	fpheþ
að	c
ég	fp1en
tel	sfg1en
að	c
það	fphen
sé	svg3en
gríðarlega	aa
mikilvægt	lhensf
.	.
»	»

Ögmundur	nken-s
Jónasson	nken-s
,	,
þingflokksformaður	nken
Vinstri-grænna	lkfesf
:	:
«	«
Frumvarpið	nheng
um	ao
hlutafélagavæðingu	nveo
Ríkisútvarpsins	nheegs
verður	sfg3en
ekki	aa
að	aþ
lögum	nhfþ
á	aþ
þessu	faheþ
ári	nheþ
eins	aa
og	c
að	aa
var	sfg3eþ
stefnt	sþghen
.	.

Ég	fp1en
er	sfg1en
að	aþ
sjálfsögðu	lheþsf
og	c
við	fp1fn
öll	fohfn
ánægð	lhfnsf
með	ao
þá	faveo
niðurstöðu	nveo
.	.
»	»

Jóhanna	nven-s
Vigdís	nven-s
Hjaltadóttir	nven-s
:	:
«	«
Það	fphen
hefur	sfg3en
náðst	ssm
samkomulag	nhen
um	ao
að	cn
ljúka	sng
annarri	lveþsf
umræðu	nveþ
um	ao
frumvarp	nheo
um	ao
Ríkisútvarpið	nheogs
núna	aa
fyrir	ao
jól	nhfo
og	c
svo	aa
þriðja	lvenvf
umræða	nven
í	aþ
janúar	nkeþ
.	.

Eru	sfg3fn
það	fphen
vonbrigði	nhfn
að	c
þetta	fahen
skyldi	svg3eþ
ekki	aa
verða	sng
að	aþ
lögum	nhfþ
núna	aa
?	?
»	»

Geir	nken-s
H.	as
Haarde	nken-s
,	,
forsætisráðherra	nken
(	(
D	x
)	)
:	:
«	«
Já	au
,	,
það	fphen
má	sfg3en
segja	sng
það	fpheo
en	c
