Fossavatnsgangan	nvengs
leið	nveo
nemenda	nkfe
og	c
kennara	nkfe
í	aþ
norrænudeildinni	nveþg
eins	aa
og	c
hún	fpven
var	sfg3eþ
þá	aa
almennt	aa
kölluð	sþgven
,	,
þeirra	fpkfe
á	aa
meðal	ae
Haralds	nkee-s
;	;
drepur	sfg3en
einnig	aa
á	ao
síðari	lhfovm
tengsl	nhfo
sín	fehfo
við	ao
Háskólann	nkeogs
.	.

Bjarni	nken-s
Guðnason	nken-s
skyggnist	sfm3en
inn	aa
í	ao
hugarheim	nkeo
þeirra	fakfe
sem	ct
færðu	sfg3fþ
í	ao
letur	nheo
Íslendingasögurnar	nvfogs
sem	ct
mönnum	nkfþ
hafa	sfg3fn
hingað	aa
til	aa
fundist	ssm
lítið	aa
kristilegar	lvfnsf
enda	aa
þótt	c
þær	fpvfn
væru	svg3fþ
skrifaðar	sþgvfn
allt	fohen
að	aþ
þrem	tfvfþ
öldum	nvfþ
eftir	ao
að	c
Íslendingar	nkfn-s
höfðu	sfg3fþ
játast	ssm
undir	ao
kristna	lveosf
trú	nveo
.	.

Niðurstaða	nven
Bjarna	nkee-s
verður	sfg3en
sú	faven
að	c
Íslendingasögurnar	nvfngs
séu	svg3fn
»	»
ekki	aa
annaðhvort	c
heiðnar	lvfnsf
eða	c
kristnar	lvfnsf
.	.

Þær	fpvfn
eru	sfg3fn
hvort	fohen
tveggja	tfhfe
«	«
.	.

Eins	aa
og	c
gefur	sfg3en
að	cn
skilja	sng
koma	sfg3fn
Vestur-Íslendingar	nkfn-s
og	c
afkomendur	nkfn
þeirra	fpkfe
víða	aa
við	ao
sögu	nveo
í	aþ
bréfum	nhfþ
þessum	fahfþ
.	.

En	c
Haraldur	nken-s
starfaði	sfg3eþ
lengst	aae
af	aa
á	aþ
Íslendingaslóðum	nvfþ-s
vestanhafs	aa
.	.

Guðrún	nven-s
Björk	nven-s
Guðsteinsdóttir	nven-s
fer	sfg3en
grannt	aa
ofan	aa
í	ao
síðari	lhfevm
ára	nhfe
framlag	nheo
þeirra	fpkfe
til	ae
kanadískra	lvfesf
bókmennta	nvfe
.	.

Jafnframt	aa
telur	sfg3en
hún	fpven
sig	fpveo
geta	sng
bent	ssg
á	ao
að	c
»	»
ritlistin	nveng
liggi	svg3en
í	aþ
ættum	nvfþ
«	«

eða	c
eins	aa
og	c
hún	fpven
orðar	sfg3en
það	fpheo
á	aþ
öðrum	fokeþ
stað	nkeþ
»	»
að	c
ritlistin	nveng
sé	svg3en
alveg	aa
bráðættgeng	lvensf
«	«
.	.

Kenningin	nveng
sú	faven
er	sfg3en
reyndar	aa
bæði	c
gömul	lvensf
og	c
ný	lvensf
.	.

En	c
Guðrún	nven-s
Björk	nven-s
setur	sfg3en
jafnframt	aa
þann	fakeo
sjálfsagða	lkeovf
fyrirvara	nkeo
að	c
erfðirnar	nvfng
séu	svg3fn
hvergi	aa
nærri	aa
einhlítar	lvfnsf
,	,
mótunaráhrifin	nhfng
vegi	svg3fn
líka	aa
þungt	aa
og	c
ljóst	lhensf
sé	svg3en
»	»
hversu	aa
miklu	lheþsf
máli	nheþ
hvatning	nven
og	c
þjálfun	nven
skipta	sfg3fn
fyrir	ao
þá	fakfo
sem	ct
þegið	ssg
hafa	sfg3fn
í	ao
vöggugjöf	nveo
eyra	nheo
fyrir	aþ
orðsins	nheeg
list	nveþ
«	«
.	.

Þótt	c
hér	aa
hafi	svg3en
aðeins	aa
verið	ssg
drepið	sþghen
á	ao
þriðjung	nkeo
þáttanna	nkfeg
-	-
og	c
það	fphen
af	aþ
handahófi	nheþ
nánast	aae
-	-
ætti	svg3eþ
upptalningin	nveng
og	c
fáorð	lvensf
umsögn	nven
um	ao
hvern	fokeo
og	c
einn	fokeo
að	cn
nægja	sng
til	ae
að	cn
gefa	sng
nokkra	foveo
hugmynd	nveo
um	ao
fjölbreytni	nveo
þessarar	favee
áhugaverðu	lveevf
bókar	nvee
.	.

Afmælisrit	nhfn
af	aþ
þessu	faheþ
tagi	nheþ
hafa	sfg3fn
tíðast	aae
verið	ssg
fræðileg	lhfnsf
,	,
stundum	aa
háakademísk	lhfnsf
,	,
og	c
lítt	aa
höfðað	ssg
til	ae
hins	gkee
almenna	lkeevf
lesanda	nkee
.	.

Hér	aa
er	sfg3en
brugðið	sþghen
út	aa
af	aþ
venjunni	nveþg
.	.

Hvort	c
kenna	sng
skal	sfg3en
til	ae
frjálslegri	lkeevm
aldarháttar	nkee
eða	c
almannahylli	nvee
fræði-	nkee
og	c
embættismanns	nkee
sem	ct
er	sfg3en
að	cn
ljúka	sng
löngu	lheþsf
og	c
mikils	lheesf
metnu	lheþsf
ævistarfi	nheþ
og	c
hér	aa
með	aa
er	sfg3en
verið	sþghen
að	cn
heiðra	sng
?	?

Því	fpheþ
verður	sfg3en
ekki	aa
svarað	sþghen
hér	aa
og	c
nú	aa
.	.

Vinsældir	nvfn
og	c
áhrif	nhfn
eru	sfg3fn
ættgeng	lhfnsf
eins	aa
og	c
skáldgáfan	nveng
og	c
engan	fokeo
veginn	nkeog
hróssverð	lhfnsf
.	.

Hitt	faheo
má	sfg3en
segja	sng
Haraldi	nkeþ-s
til	ae
verðugs	lheesf
lofs	nhee
að	c
í	aþ
vali	nheþ
sínu	feheþ
á	aþ
vinum	nkfþ
hefur	sfg3en
hann	fpken
hvergi	aa
farið	ssg
í	ao
manngreinarálit	nheo
.	.

Þar	aa
af	aa
leiðandi	slg
fer	sfg3en
þessi	faken
vinafundur	nken
hans	fpkee
furðunærri	aþm
því	fpheþ
að	cn
vera	sng
þverskurður	nken
af	aþ
þjóðinni	nveþg
,	,
að	aþ
minnsta	lkeþve
kosti	nkeþ
þeim	fakeþ
hluta	nkeþ
hennar	fpvee
sem	ct
getur	sfg3en
komið	ssg
fyrir	ao
sig	fpkeo
orði	nheþ
á	aþ
prenti	nheþ
.	.

Umsjónarmenn	nkfn
útgáfunnar	nveeg
minna	sfg3fn
á	aa
fyrir	ao
sína	fekfo
parta	nkfo
að	c
þessi	fahfn
Bréf	nhfn
til	ae
Haralds	nkee-s
séu	svg3fn
jafnframt	aa
fræðirit	nhfn
.	.

Því	aa
hafa	sfg3fn
þeir	fpkfn
tekið	ssg
saman	aa
skrá	nveo
yfir	ao
mannanöfn	nhfo
sem	ct
fyllir	sfg3en
þrettán	tfvfo
smáleturssíður	nvfo
.	.

Erlendur	nken-s
Jónsson	nken-s

Bóla	nven-s
-	-
með	aþ
Bólu	nveþ-s
í	aþ
bæjarferð	nveþ
er	sfg3en
fyrsta	lvenve
skáldsaga	nven
Sigrúnar	nvee-s
Eddu	nvee-s
Björnsdóttur	nvee-s
leikkonu	nvee
.	.

Sagan	nveng
birtist	sfm3eþ
fyrst	aae
á	aþ
skjá	nkeþ
Ríkissjónvarpsins	nheegs
1990	ta
.	.

Bóla	nven-s
býr	sfg3en
á	aþ
Þingvöllum	nkfþ-s
og	c
henni	fpveþ
finnst	sfm3en
tími	nken
til	ae
kominn	sþgken
að	cn
fara	sng
til	ae
Reykjavíkur	nvee-s
með	aþ
Hnúti	nkeþ-s
vini	nkeþ
sínum	fekeþ
og	c
taka	sng
þátt	nkeo
í	aþ
17.	ta
júní	nkee
hátíðahöldunum	nhfþg
.	.

Ferðin	nveng
til	ae
borgarinnar	nveeg
gengur	sfg3en
ekki	aa
átakalaust	aa
fyrir	ao
sig	fpveo
og	c
það	fphen
er	sfg3en
alveg	aa
ævintýralegt	lhensf
að	aþ
hve	aa
mörgu	lheþsf
þarf	sfg3en
að	cn
hyggja	sng
áður	aa
en	c
farið	sþghen
er	sfg3en
í	ao
slíkan	fbkeo
leiðangur	nkeo
.	.

Þau	fphfn
hitta	sfg3fn
margt	lheosf
áhugavert	lheosf
fólk	nheo
,	,
svo	aa
sem	c
Vestur-Íslending	nkeo-s
sem	ct
á	sfg3en
tyggjó	nheo
,	,
Grana	nkeo-s
lögregluþjón	nkeo
,	,
lífsglaða	lkfosf
róna	nkfo
og	c
síðast	aae
en	c
ekki	aa
síst	aae
hitta	sfg3fn
þau	fphfn
Jón	nkeo-s
Sigurðsson	nkeo-s
forseta	nkeo
.	.

Útgefandi	nken
er	sfg3en
Iðunn	nven-s
.	.

Bókin	nveng
er	sfg3en
64	ta
bls.	as
,	,
prentuð	lvensf
í	aþ
Prentsmiðju	nveþ-s
Odda	nkee-s
hf.	as

Verð	nhen
:	:
1.980	ta
kr.	as

Siðfræði	nven
-	-
af	aþ
sjónarhóli	nkeþ
guðfræði	nvee
og	c
heimspeki	nvee
er	sfg3en
í	aþ
þýðingu	nveþ
Aðalsteins	nkee-s
Davíðssonar	nkee-s
cand	e
.	.

mag	e
.	.

Bókin	nveng
er	sfg3en
eftir	ao
þá	fpkfo
Göran	e
Bexell	e
,	,
prófessor	nkeo
í	aþ
siðfræði	nveþ
við	ao
háskólann	nkeog
í	aþ
Lundi	nkeþ-s
,	,
og	c
Carl-Henric	e
Grenholm	e
,	,
prófessor	nkeo
í	aþ
siðfræði	nveþ
við	ao
Uppsalaháskóla	nkeo-s
.	.

Bókin	nveng
kynnir	sfg3en
siðfræðiheimspeki	nveo
og	c
raunhæf	lhfosf
siðfræðileg	lhfosf
vandamál	nhfo
sem	ct
almennt	aa
eru	sfg3fn
rædd	sþghfn
í	aþ
samfélaginu	nheþg
.	.

Þeirra	fphfe
á	aa
meðal	ae
er	sfg3en
siðfræði	nven
í	aþ
opinberu	lheþsf
lífi	nheþ
,	,
samlífs-	nven
og	c
fjölskyldusiðfræði	nven
,	,
siðfræði	nven
lífvísinda	nhfe
og	c
lækninga	nvfe
,	,
umhverfismál	nhfn
,	,
málefni	nhfn
réttlætis	nhee
og	c
friðar	nkee
á	aþ
alþjóðlegum	lkeþsf
vettvangi	nkeþ
.	.

Í	aþ
kynningu	nveþ
segir	sfg3en
m.a.	as
:	:

Siðfræði	nven
-	-
af	aþ
sjónarhóli	nkeþ
guðfræði	nvee
og	c
heimspeki	nvee
endurspeglar	sfg3en
vel	aa
hinn	gkeo
mikilvæga	lkeovf
þátt	nkeo
siðfræðinnar	nveeg
sem	ct
eru	sfg3fn
rökræður	nvfn
manna	nkfe
með	ao
ólíkar	lvfosf
skoðanir	nvfo
og	c
misjafnan	lkeosf
bakgrunn	nkeo
.	.

Við	ao
slíkar	fbvfo
rökræður	nvfo
,	,
þar	aa
sem	c
mætast	sfm3fn
fulltrúar	nkfn
ólíkrar	lveesf
menningar	nvee
og	c
mismunandi	lvfeof
hefða	nvfe
,	,
geta	sfg3fn
komið	ssg
fram	aa
ný	lhfnsf
sjónarmið	nhfn
.	.

Útgefendur	nkfn
eru	sfg3fn
Skálholtsútgáfan	nvengs
og	c
Siðfræðistofnun	nven-s
Háskólans	nkeegs
.	.

Bókin	nveng
er	sfg3en
452	ta
bls.	as
,	,
prentuð	lvensf
í	aþ
Gutenberg	e
.	.

Verð	nhen
:	:
4.980	ta
kr.	as

Sigrún	nven-s
Klara	nven-s
Hannesdóttir	nven-s
er	sfg3en
doktor	nken
í	aþ
bókasafns-	nveþ
og	c
upplýsingafræði	nveþ
og	c
starfar	sfg3en
sem	ct
forstöðumaður	nken
Nordinfo	e
stofnunarinnar	nveeg
í	aþ
Helsinki	e
.	.

Björn	nken-s
Þór	nken-s
Vilhjálmsson	nken-s
er	sfg3en
að	cn
ljúka	sng
MA-prófi	nheþ-s
í	aþ
almennri	lveþsf
bókmenntafræði	nveþ
við	ao
Háskóla	nkeo-s
Íslands	nhee-s
.	.

Gunnar	nken-s
Hersveinn	nken-s
er	sfg3en
menntaður	lkensf
í	aþ
heimspeki	nveþ
og	c
fjölmiðlun	nveþ
.	.

Hann	fpken
starfar	sfg3en
sem	c
blaðamaður	nken
á	aþ
Morgunblaðinu	nheþgs
.	.

Mannkynið	nheng
og	c
munúðin	nveng
-	-
kynlífssaga	nven
mannsins	nkeeg
er	sfg3en
eftir	ao
Reay	e
Tannahill	e
í	aþ
þýðingu	nveþ
Kristins	nkee-s
R.	as
Ólafssonar	nkee-s
.	.

Í	aþ
kynningu	nveþ
segir	sfg3en
:	:

Sagan	nveng
er	sfg3en
rakin	sþgven
frá	aþ
upphafi	nheþ
til	ae
nútímans	nkeeg
og	c
er	sfg3en
fjallað	sþghen
um	ao
gríska	lkfosf
titrara	nkfo
,	,
getnaðarvarnir	nvfo
á	aþ
tímum	nkfþ
Faraós	nkee-s
,	,
kynlífsleiðbeiningar	nvfo
taóista	nkfe
,	,
tyrkneska	lkfosf
geldinga	nkfo
og	c
japanskar	lvfosf
geishur	nvfo
.	.

Þegar	c
kemur	sfg3en
fram	aa
á	ao
okkar	fp1fe
tíma	nkfo
segir	sfg3en
m.	as
a.	as
frá	aþ
aðferð	nveþ
enskra	lvfesf
kvenna	nvfe
til	ae
að	cn
endurheimta	sng
meydóminn	nkeog
og	c
kynlífsbyltingunni	nveþg
á	aþ
8.	ta
áratug	nkeþ
20.	ta
aldar	nvee
.	.

Útgefandi	nken
er	sfg3en
Bókaútgáfan	nvengs
Hólar	nkfn-s
.	.

Bókin	nveng
er	sfg3en
342	ta
bls.	as

Verð	nhen
:	:
4.590	ta
kr.	as

Sendiherra	nken
á	aþ
sagnabekk	nkeþ
,	,
heimsreisa	nven
við	ao
hagsmunagæslu	nveo
,	,
er	sfg3en
eftir	ao
dr.	as
Hannes	nkeo-s
Jónsson	nkeo-s
.	.

Í	aþ
þessu	faheþ
síðara	lheþvm
bindi	nheþ
endurminninga	nvfe
af	aþ
35	ta
ára	nhfe
starfi	nheþ
í	aþ
utanríkisþjónustunni	nveþg
skýrir	sfg3en
höfundur	nken
frá	aþ
kynnum	nhfþ
sínum	fehfþ
af	aþ
innlendum	lkfþsf
og	c
erlendum	lkfþsf
áhrifa-	nkfþ
og	c
valdamönnum	nkfþ
,	,
þegar	c
hann	fpken
var	sfg3eþ
ambassador	nken
hjá	aþ
18	ta
ríkjum	nhfþ
og	c
4	ta
fjölþjóða-	nvfþ
og	c
alþjóðastofnunum	nvfþ
.	.

Reifuð	sþgven
er	sfg3en
m.a.	as
atburðarás	nven
mikilvægra	lhfesf
alþjóðamála	nhfe
,	,
greint	sþghen
er	sfg3en
frá	aþ
fyrstu	lveþve
opinberu	lveþvf
heimsókn	nveþ
íslensks	lkeesf
utanríkisráðherra	nkee
,	,
Einars	nkee-s
Ágústssonar	nkee-s
,	,
og	c
síðar	aam
fyrstu	lveþve
heimsókn	nveþ
íslensks	lkeesf
forsætisráðherra	nkee
,	,
Geirs	nkee-s
Hallgrímssonar	nkee-s
,	,
til	ae
Sovétríkjanna	nhfegs
,	,
rakið	sþghen
er	sfg3en
efni	nhen
bréfs	nhee
H.	as
K.	as
Laxness	nkee-s
til	ae
sendiherra	nkee
um	ao
7	ta
ára	nhfe
móðgunartímabil	nheo
Halldórs	nkee-s
við	ao
Kremlverja	nkfo-s
vegna	ae
ritstuldar	nkee
.	.

Sagt	sþghen
er	sfg3en
frá	aþ
tilraunum	nvfþ
sendiherra	nkee
til	ae
að	cn
útvega	sng
Mirka-freigátur	nvfo-s
til	ae
landhelgisgæslu	nvee
1976	ta
og	c
vitneskju	nveo
Kremlverja	nkfe-s
um	ao
að	c
engin	fohfn
kjarnavopn	nhfn
væru	svg3fþ
staðsett	lhfnsf
á	aþ
Íslandi	nheþ-s
þrátt	aa
fyrir	ao
margendurteknar	lvfosf
gagnstæðar	lvfosf
fullyrðingar	nvfo
kjarnorkuandstæðinga	nkfe
á	aþ
Vesturlöndum	nhfþ-s
.	.

Í	aþ
lokakaflanum	nkeþg
um	ao
starfslok	nhfo
er	sfg3en
m.a.	as
fjallað	sþghen
um	ao
Evrópumarkaðsmálin	nhfogs
og	c
viðskilnaðinn	nkeog
við	ao
utanríkisþjónustuna	nveog
eftir	ao
35	ta
ára	nhfe
farsæl	lhfosf
embættisstörf	nhfo
.	.

Útgefandi	nken
er	sfg3en
Muninn	nken-s
bókaútgáfa	nven
.	.

Bókin	nveng
er	sfg3en
380	ta
bls.	as
,	,
með	aþ
tæplega	aa
200	ta
myndum	nvfþ
.	.

Verð	nhen
3.680	ta
kr.	as

Saga	nven-s
barnaskóla	nkfe
í	aþ
Reykjavík	nveþ-s
til	ae
1930	ta
er	sfg3en
skráð	sþgven
af	aþ
Ármanni	nkeþ-s
Halldórssyni	nkeþ-s
.	.

Ritið	nheng
skrifaði	sfg3eþ
Ármann	nken-s
Halldórsson	nken-s
skólastjóri	nken
og	c
námsstjóri	nken
fyrir	aþ
hálfri	lveþsf
öld	nveþ
.	.

Hann	fpken
var	sfg3eþ
skólastjóri	nken
Miðbæjarskólans	nkeegs
í	aþ
Reykjavík	nveþ-s
þegar	c
skólahúsið	nheng
varð	sfg3eþ
fimmtíu	tfhfe
ára	nhfe
1948	ta
og	c
byrjaði	sfg3eþ
af	aþ
því	faheþ
tilefni	nheþ
á	aþ
þessu	faheþ
verki	nheþ
.	.

Ármann	nken-s
hefur	sfg3en
víða	aa
leitað	ssg
fanga	nhfe
er	c
hann	fpken
rekur	sfg3en
sögu	nveo
barnaskóla	nkfe
Reykjavíkur	nvee-s
frá	aþ
upphafi	nheþ
fram	aa
til	ae
1930	ta
.	.

Bókin	nveng
er	sfg3en
prýdd	lvensf
fjölda	nkeþ
ljósmynda	nvfe
.	.

Útgefandi	nken
er	sfg3en
Rannsóknarstofnun	nven-s
Kennaraháskóla	nkee-s
Íslands	nhee-s
.	.

Bókin	nveng
er	sfg3en
123	ta
bls.	as
,	,
prentuð	lvensf
í	aþ
Gutenberg	e
.	.

Þuríður	nven-s
J.	as
Kristjánsdóttir	nven-s
,	,
fyrrverandi	lkenof
prófessor	nken
við	ao
Kennaraháskóla	nkeo-s
Íslands	nhee-s
,	,
bjó	sfg3eþ
handritið	nheog
til	ae
prentunar	nvee
.	.

Verð	nhen
:	:
2.000	ta
kr.	as

Sú	faven
dimma	lvenvf
raust	nven
-	-
Jón	nken-s
Sigurbjörnssonar	x
leikarinn	nkeng
,	,
óperusöngvarinn	nkeng
og	c
hrossabóndinn	nkeng
Jón	nken-s
Sigurbjörnsson	nken-s
er	sfg3en
skráð	lvensf
af	aþ
Jóni	nkeþ-s
Hjartarsyni	nkeþ-s
.	.

Í	aþ
kynningu	nveþ
segir	sfg3en
m.a.	as
:	:

Hæfileikar	nkfn
,	,
brennandi	lkenof
áhugi	nken
og	c
einurð	nven
beindu	sfg3fþ
Jóni	nkeþ-s
ungum	lkeþsf
inn	aa
á	ao
listabrautina	nveog
og	c
hann	fpken
stundaði	sfg3eþ
nám	nheo
víða	aa
erlendis	aa
og	c
hefur	sfg3en
markað	ssg
djúp	lhfosf
spor	nhfo
í	ao
söng-	nveo
og	c
leiklistarsögu	nveo
landsmanna	nkfe
.	.

Söngurinn	nkeng
,	,
lífið	nheng
og	c
listin	nveng
eru	sfg3fn
kjarni	nken
þessarar	favee
bókar	nvee
og	c
við	fp1fn
kynnumst	sfm1fn
líka	aa
Jóni	nkeþ-s
Sigurbjörnssyni	nkeþ-s
á	aþ
þeim	fakeþ
vettvangi	nkeþ
sem	ct
hann	fpken
hefur	sfg3en
valið	ssg
sér	fpkeþ
á	aþ
seinni	lhfþvm
árum	nhfþ
,	,
við	ao
hestabúskap	nkeo
austur	aa
í	aþ
sveit	nveþ
.	.

Í	aþ
bókinni	nveþg
er	sfg3en
fjöldi	nken
mynda	nvfe
frá	aþ
lífi	nheþ
og	c
starfi	nheþ
Jóns	nkee-s
og	c
einnig	aa
fylgja	sfg3fn
með	aa
skrár	nvfn
yfir	ao
hlutverk	nhfo
,	,
leikstjórnarverk	nhfo
og	c
þátttöku	nveo
hans	fpkee
í	aþ
kvikmyndum	nvfþ
.	.

Útgefandi	nken
er	sfg3en
Iðunn	nven-s
.	.

Bókin	nveng
er	sfg3en
184	ta
bls.	as
,	,
prentuð	lvensf
í	aþ
Odda	nkeþ-s
hf.	as

Verð	nhen
:	:
4.980	ta
kr.	as

NÝLEGA	aa
var	sfg3eþ
skýrt	sþghen
frá	aþ
því	fpheþ
í	aþ
fréttum	nvfþ
að	c
Íslendingar	nkfn-s
ættu	svg3fþ
Norðurlandamet	nheo-s
í	aþ
neyslu	nveþ
á	aþ
svokölluðum	lvfþsf
gleðipillum	nvfþ
.	.

Þá	aa
mun	sfg3en
það	fphen
vera	sng
staðreynd	nven
að	c
stór	lkensf
hluti	nken
landsmanna	nkfe
þjáist	svm3en
af	aþ
þunglyndi	nheþ
á	aþ
einhverju	foheþ
skeiði	nheþ
ævinnar	nveeg
,	,
aðrir	fokfn
geðrænir	lkfnsf
sjúkdómar	nkfn
eru	sfg3fn
sömuleiðis	aa
algengir	lkfnsf
og	c
tala	nven
þeirra	fakfe
sem	ct
gera	sfg3fn
tilraun	nveo
til	ae
sjálfsvígs	nhee
er	sfg3en
há	lvensf
.	.

Eigi	aa
að	aa
síður	aam
veigra	sfg3fn
menn	nkfn
sér	fpkfþ
ennþá	aa
við	ao
að	cn
ræða	sng
þessi	fahfo
málefni	nhfo
opinberlega	aa
og	c
vel	aa
mætti	svg3eþ
í	aþ
þessu	faheþ
sambandi	nheþ
tala	sng
um	ao
eitt	foheo
af	aþ
síðustu	lhfþve
tabúum	nhfþ
samtímans	nkeeg
.	.

Ýmsir	fokfn
hafa	sfg3fn
þó	aa
reynt	ssg
að	cn
rjúfa	sng
þagnarmúrinn	nkeog
á	aþ
síðastliðnum	lhfþsf
árum	nhfþ
og	c
tekist	ssm
það	fpheo
með	aþ
áhrifaríkum	lkeþsf
hætti	nkeþ
.	.

Hér	aa
má	sfg3en
til	ae
dæmis	nhee
nefna	sng
skáldsögu	nveo
Einars	nkee-s
Más	nkee-s
Guðmundssonar	nkee-s
Engla	nkfo-s
alheimsins	nkeeg
og	c
samnefnda	lveosf
kvikmynd	nveo
þeirra	fpkfe
Friðriks	nkee-s
Þórs	nkee-s
Friðrikssonar	nkee-s
.	.

Þessi	fahfn
tvö	tfhfn
listaverk	nhfn
hafa	sfg3fn
vafalaust	aa
stuðlað	ssg
að	aþ
auknum	lkeþsf
skilningi	nkeþ
á	aþ
geðrænum	lkfþsf
sjúkdómum	nkfþ
og	c
opnað	ssg
umræðuna	nveog
á	ao
jákvæðan	lkeosf
hátt	nkeo
.	.

Þórunn	nven-s
Stefánsdóttir	nven-s
hefur	sfg3en
háð	ssg
erfiða	lveosf
baráttu	nveo
við	ao
þunglyndi	nheo
um	ao
árabil	nheo
og	c
í	aþ
bókinni	nveþg
Konan	nvengs
í	aþ
köflótta	lkeþvf
stólnum	nkeþg
lýsir	sfg3en
hún	fpven
reynslu	nveþ
sinni	feveþ
af	aþ
sjúkdómnum	nkeþg
og	c
þeirri	faveþ
löngu	lveþvf
glímu	nveþ
sem	ct
hún	fpven
háði	sfg3eþ
við	ao
hann	fpkeo
með	aþ
dyggri	lveþsf
aðstoð	nveþ
sálfræðings	nkee
og	c
fjölskyldu	nvee
sinnar	fevee
.	.

Tilgangur	nken
Þórunnar	nvee-s
með	aþ
því	fpheþ
að	cn
skrifa	sng
þessa	faveo
bók	nveo
er	sfg3en
öðrum	fokeþ
þræði	nkeþ
að	cn
stuðla	sng
að	aþ
opinni	lveþsf
og	c
heiðarlegri	lveþsf
umræðu	nveþ
um	ao
geðræna	lkfosf
sjúkdóma	nkfo
og	c
einnig	aa
vill	sfg3en
hún	fpven
segja	sng
sögu	nveo
sína	feveo
til	ae
að	cn
hvetja	sng
þá	fakfo
fjölmörgu	lkfovf
sem	ct
deila	sfg3fn
reynslu	nveþ
hennar	fpvee
til	ae
að	cn
gefast	snm
ekki	aa
upp	aa
í	aþ
baráttunni	nveþg
fyrir	aþ
lífinu	nheþg
.	.

Eins	aa
og	c
hún	fpven
bendir	sfg3en
á	aa
í	aþ
upphafi	nheþ
frásagnarinnar	nveeg
þá	aa
eru	sfg3fn
félagar	nkfn
í	aþ
þunglyndisklúbbnum	nkeþg
margir	lkfnsf
og	c
sjúkdómurinn	nkeng
er	sfg3en
í	aþ
besta	lheþve
falli	nheþ
sálarþjófur	nken
og	c
í	aþ
versta	lheþve
falli	nheþ
sálarmorðingi	nken
.	.

En	c
það	fphen
eru	sfg3fn
ýmsar	fovfn
leiðir	nvfn
færar	lvfnsf
til	ae
þess	fphee
að	cn
koma	sng
þeim	fakeþ
arma	lkeþvf
þjófi	nkeþ
og	c
morðingja	nkeþ
undir	ao
lás	nkeo
og	c
slá	nveo
þar	aa
sem	c
hann	fpken
á	sfg3en
heima	aa

(	(
9	ta
)	)
.	.

Í	aþ
bókinni	nveþg
lýsir	sfg3en
Þórunn	nven-s
þeirri	faveþ
leið	nveþ
sem	ct
hún	fpven
fór	sfg3eþ
til	ae
að	cn
takast	snm
á	aa
við	ao
þunglyndið	nheog
.	.

Leiðin	nveng
reyndist	sfm3eþ
löng	lvensf
og	c
ströng	lvensf
og	c
Þórunn	nven-s
líkir	sfg3en
hægum	lkeþsf
bata	nkeþ
sínum	fekeþ
við	ao
ferðalag	nheo
.	.

Titill	nken
bókarinnar	nveeg
er	sfg3en
dreginn	sþgken
af	aþ
farkosti	nkeþ
ferðalagsins	nheeg
,	,
köflótta	lkeþvf
stólnum	nkeþg
á	aþ
læknastofu	nveþ
geðlæknisins	nkeeg
sem	ct
var	sfg3eþ
fararstjóri	nken
Þórunnar	nvee-s
og	c
eftir	aa
eftir	ao
langa	lveosf
ferð	nveo
sem	ct
lá	sfg3eþ
um	ao
eigin	lkeoof
huga	nkeo
og	c
sál	nveo
tókst	sfm3eþ
henni	fpveþ
að	cn
komast	snm
á	ao
leiðarenda	nkeo
.	.

Ferðalagið	nheog
hóf	sfg3eþ
Þórunn	nven-s
eftir	ao
áralanga	lveosf
þjáningu	nveo
og	c
tilraun	nveo
til	ae
sjálfsvígs	nhee
og	c
meðferðarformið	nheng
sem	ct
hún	fpven
gekkst	sfm3eþ
undir	aa
var	sfg3eþ
sálgreining	nven
hjá	aþ
geðlækni	nkeþ
,	,
en	c
hjá	aþ
honum	fpkeþ
þurfti	sfg3eþ
hún	fpven
að	cn
mæta	sng
þrisvar	aa
sinnum	nhfþ
í	aþ
viku	nveþ
,	,
í	ao
45	ta
mínútur	nvfo
í	aa
senn	aa
,	,
fyrstu	lhfove
árin	nhfog
.	.

Meðferðin	nveng
var	sfg3eþ
því	aa
bæði	c
tímafrek	lvensf
og	c
dýr	lvensf
(	(
og	c
ekki	aa
niðurgreidd	lvensf
af	aþ
ríkinu	nheþg
líkt	aa
og	c
þegar	c
um	ao
líkamlega	lkfosf
sjúkdóma	nkfo
er	sfg3en
að	cn
ræða	sng
)	)
en	c
Þórunn	nven-s
ákvað	sfg3eþ
að	cn
takast	snm
ferðina	nveog
á	ao
hendur	nvfo
þótt	c
hún	fpven
þyrfti	svg3eþ
að	cn
greiða	sng
fyrir	ao
hana	fpveo
nær	aam
öll	fohfo
mánaðarlaun	nhfo
sín	fehfo
.	.

Sálgreiningaraðferðin	nveng
sem	ct
geðlæknir	nken
Þórunnar	nvee-s
beitti	sfg3eþ
á	sfg3en
rætur	nvfo
að	cn
rekja	sng
til	ae
Freuds	nkee-s
.	.

Greining	nven
læknisins	nkeeg
byggist	sfm3en
á	aþ
frjálsum	lhfþsf
hugrenningatengslum	nhfþ
sjúklingsins	nkeeg
,	,
draumum	nkfþ
hans	fpkee
og	c
bernskuminningum	nvfþ
.	.

Margar	lvfnsf
lýsingar	nvfn
eru	sfg3fn
til	aa
á	aþ
þessari	faveþ
aðferð	nveþ
,	,
í	aþ
ritum	nhfþ
Freuds	e
til	aa
að	cn
mynda	sng
,	,
en	c
